run_id,implementation,platform,security,benchmark,duration_s,total_cams,throughput_cams_s,latency_mean_us,latency_std_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_min_us,latency_max_us,sign_latency_mean_us
29,cpython_3.13,laptop,on,tx,60.001,68723,1145.4,872.36,32.11,871.74,923.73,947.25,745.59,1668.69,0.00
30,cpython_3.13,laptop,on,tx,60.001,71110,1185.2,843.11,32.33,842.61,888.86,910.27,705.13,1763.77,0.00
1,cpython_3.13,laptop,off,security-sign,60.001,78540,1309.0,763.37,29.01,763.31,808.62,827.82,633.16,1617.60,763.37
2,cpython_3.13,laptop,off,security-sign,60.001,81220,1353.7,738.16,28.02,737.99,782.11,800.66,626.95,1515.11,738.16
3,cpython_3.13,laptop,off,security-sign,60.000,81200,1353.3,738.36,28.50,738.32,781.82,800.91,613.45,1562.85,738.36
4,cpython_3.13,laptop,off,security-sign,60.000,79703,1328.4,752.23,27.73,752.40,797.05,815.37,624.08,1280.12,752.23
5,cpython_3.13,laptop,off,security-sign,60.000,81348,1355.8,736.98,42.59,735.38,779.93,803.38,605.91,1749.59,736.98
6,cpython_3.13,laptop,off,security-sign,60.001,80321,1338.7,746.41,33.29,745.30,791.20,821.63,621.70,1281.05,746.41
7,cpython_3.13,laptop,off,security-sign,60.001,81212,1353.5,738.24,29.70,738.16,782.18,800.95,619.62,1708.97,738.24
8,cpython_3.13,laptop,off,security-sign,60.000,79763,1329.4,751.65,27.32,751.63,795.61,815.18,625.41,1132.31,751.65
9,cpython_3.13,laptop,off,security-sign,60.000,79375,1322.9,755.34,32.84,754.75,800.16,822.79,639.87,1600.02,755.34
10,cpython_3.13,laptop,off,security-sign,60.000,79821,1330.3,751.12,40.74,749.72,795.44,820.36,621.45,1724.27,751.12
11,cpython_3.13,laptop,off,security-sign,60.000,80320,1338.7,746.44,28.56,746.41,790.50,810.17,624.40,1391.35,746.44
12,cpython_3.13,laptop,off,security-sign,60.000,81190,1353.2,738.41,45.64,736.58,780.89,803.56,618.11,1634.49,738.41
13,cpython_3.13,laptop,off,security-sign,60.001,77237,1287.3,776.24,37.48,775.24,820.85,842.63,653.99,1705.79,776.24
14,cpython_3.13,laptop,off,security-sign,60.001,79814,1330.2,751.19,27.83,751.40,795.19,813.59,638.30,1638.98,751.19
15,cpython_3.13,laptop,off,security-sign,60.000,80414,1340.2,745.55,46.54,743.58,788.13,810.80,619.98,1780.41,745.55
16,cpython_3.13,laptop,off,security-sign,60.001,78313,1305.2,765.58,29.16,765.67,811.57,831.61,635.85,1384.73,765.58
17,cpython_3.13,laptop,off,security-sign,60.000,81069,1351.1,739.53,28.52,739.52,783.10,802.69,600.73,1703.22,739.53
18,cpython_3.13,laptop,off,security-sign,60.001,81650,1360.8,734.30,27.07,734.37,777.86,796.59,623.71,1139.96,734.30
19,cpython_3.13,laptop,off,security-sign,60.000,82049,1367.5,730.70,43.51,729.13,773.13,796.61,590.03,1715.81,730.70
20,cpython_3.13,laptop,off,security-sign,60.000,78422,1307.0,764.52,28.03,764.53,809.90,828.92,614.44,1208.98,764.52
21,cpython_3.13,laptop,off,security-sign,60.000,81363,1356.0,736.85,47.37,734.56,778.88,801.61,619.69,2022.18,736.85
22,cpython_3.13,laptop,off,security-sign,60.000,80620,1343.7,743.66,32.13,742.68,787.53,813.75,632.86,1607.80,743.66
23,cpython_3.13,laptop,off,security-sign,60.000,79543,1325.7,753.72,49.94,750.39,797.75,849.32,635.09,1539.57,753.72
24,cpython_3.13,laptop,off,security-sign,60.001,79184,1319.7,757.15,42.40,755.57,801.47,825.30,625.89,1991.77,757.15
25,cpython_3.13,laptop,off,security-sign,60.001,81031,1350.5,739.89,29.37,739.78,784.12,803.03,627.92,1667.63,739.89
26,cpython_3.13,laptop,off,security-sign,60.000,80785,1346.4,742.13,39.73,740.63,785.10,809.59,619.97,1637.13,742.13
27,cpython_3.13,laptop,off,security-sign,60.001,81600,1360.0,734.73,29.86,734.35,778.62,799.91,601.42,1379.51,734.73
28,cpython_3.13,laptop,off,security-sign,60.001,80992,1349.9,740.27,35.81,739.45,783.90,806.32,609.61,3633.22,740.27
29,cpython_3.13,laptop,off,security-sign,60.000,81711,1361.8,733.74,30.24,733.19,777.24,799.22,624.70,1557.17,733.74
30,cpython_3.13,laptop,off,security-sign,60.000,81920,1365.3,731.84,28.87,731.95,774.52,793.17,618.76,1538.56,731.84
1,cpython_3.13,laptop,off,security-verify,60.004,11416,190.3,5255.23,139.83,5238.49,5321.58,5715.91,5168.71,8558.73,5255.23
2,cpython_3.13,laptop,off,security-verify,60.002,11494,191.6,5219.40,51.44,5213.77,5267.63,5332.61,5156.44,6739.13,5219.40
3,cpython_3.13,laptop,off,security-verify,60.004,11814,196.9,5078.20,36.62,5073.06,5128.99,5193.28,5012.41,6181.99,5078.20
4,cpython_3.13,laptop,off,security-verify,60.003,11245,187.4,5335.11,212.12,5313.55,5380.54,5539.67,5240.32,8687.22,5335.11
5,cpython_3.13,laptop,off,security-verify,60.000,11304,188.4,5306.98,39.97,5301.89,5367.92,5425.42,5230.87,6134.70,5306.98
6,cpython_3.13,laptop,off,security-verify,60.002,11451,190.8,5239.02,175.48,5222.74,5275.23,5486.66,5151.62,8547.59,5239.02
7,cpython_3.13,laptop,off,security-verify,60.001,11576,192.9,5182.39,51.44,5176.30,5233.89,5301.88,5118.32,7935.54,5182.39
8,cpython_3.13,laptop,off,security-verify,60.004,11215,186.9,5349.40,33.75,5345.69,5400.74,5448.09,5271.29,6101.48,5349.40
9,cpython_3.13,laptop,off,security-verify,60.002,11512,191.9,5211.24,40.05,5205.88,5265.31,5332.44,5141.55,6231.65,5211.24
10,cpython_3.13,laptop,off,security-verify,60.004,11747,195.8,5107.15,127.00,5088.34,5152.49,5982.45,5028.24,6503.46,5107.15
11,cpython_3.13,laptop,off,security-verify,60.005,11499,191.6,5217.44,37.49,5212.64,5266.93,5324.74,5148.74,6299.21,5217.44
12,cpython_3.13,laptop,off,security-verify,60.001,11458,191.0,5235.71,41.85,5230.52,5287.52,5344.81,5166.66,6255.61,5235.71
13,cpython_3.13,laptop,off,security-verify,60.002,11452,190.9,5238.57,35.52,5233.92,5293.71,5351.48,5163.97,6048.15,5238.57
14,cpython_3.13,laptop,off,security-verify,60.003,11432,190.5,5247.78,190.27,5226.61,5297.84,5687.89,5150.60,8570.21,5247.78
15,cpython_3.13,laptop,off,security-verify,60.004,11348,189.1,5286.82,34.05,5282.12,5345.73,5403.64,5206.48,5888.66,5286.82
16,cpython_3.13,laptop,off,security-verify,60.001,11261,187.7,5327.35,28.40,5324.42,5373.00,5412.78,5247.44,5798.22,5327.35
17,cpython_3.13,laptop,off,security-verify,60.001,11378,189.6,5272.50,166.71,5255.16,5328.37,5498.83,5177.75,8568.96,5272.50
18,cpython_3.13,laptop,off,security-verify,60.002,11366,189.4,5278.27,62.07,5271.18,5340.34,5402.17,5194.90,6861.27,5278.27
19,cpython_3.13,laptop,off,security-verify,60.002,11429,190.5,5249.10,39.67,5244.06,5305.87,5357.93,5173.51,6636.32,5249.10
20,cpython_3.13,laptop,off,security-verify,60.002,11381,189.7,5271.22,154.79,5257.11,5319.09,5411.33,5176.56,8570.65,5271.22
21,cpython_3.13,laptop,off,security-verify,60.003,11534,192.2,5201.37,50.56,5195.76,5256.82,5325.07,5131.09,8591.97,5201.37
22,cpython_3.13,laptop,off,security-verify,60.005,11382,189.7,5271.02,163.35,5253.87,5316.79,5456.75,5188.94,8547.84,5271.02
23,cpython_3.13,laptop,off,security-verify,60.003,11374,189.6,5274.56,55.47,5268.31,5331.96,5402.10,5197.34,6758.73,5274.56
24,cpython_3.13,laptop,off,security-verify,60.005,11410,190.2,5258.13,148.39,5243.03,5314.82,5542.64,5174.40,8587.17,5258.13
25,cpython_3.13,laptop,off,security-verify,60.001,11264,187.7,5325.96,40.60,5320.96,5379.95,5435.86,5256.68,6309.43,5325.96
26,cpython_3.13,laptop,off,security-verify,60.004,11284,188.1,5316.77,113.29,5303.88,5375.68,5539.07,5239.94,8576.91,5316.77
27,cpython_3.13,laptop,off,security-verify,60.000,11456,190.9,5236.62,38.00,5231.69,5284.94,5343.18,5178.08,6689.12,5236.62
28,cpython_3.13,laptop,off,security-verify,60.000,11566,192.8,5186.74,217.25,5161.63,5261.01,5574.11,5093.02,9834.64,5186.74
29,cpython_3.13,laptop,off,security-verify,60.004,11311,188.5,5304.03,205.15,5282.16,5345.48,5564.29,5221.42,8794.57,5304.03
30,cpython_3.13,laptop,off,security-verify,60.002,11455,190.9,5237.23,45.33,5230.77,5296.57,5362.88,5165.34,6502.69,5237.23
1,pypy_3.11,laptop,on,tx,60.000,104854,1747.6,571.81,317.38,551.67,651.14,900.45,450.55,19989.47,0.00
2,pypy_3.11,laptop,on,tx,60.000,106152,1769.2,564.92,311.13,547.22,625.49,794.77,446.63,19562.80,0.00
3,pypy_3.11,laptop,on,tx,60.000,105955,1765.9,565.93,321.07,547.21,636.14,810.48,434.02,21942.15,0.00
4,pypy_3.11,laptop,on,tx,60.000,105002,1750.0,571.08,312.07,552.87,639.81,800.63,443.94,18643.14,0.00
5,pypy_3.11,laptop,on,tx,60.000,104003,1733.4,576.55,319.18,559.12,642.63,797.28,452.64,20400.97,0.00
6,pypy_3.11,laptop,on,tx,60.000,105734,1762.2,567.13,309.77,549.89,629.55,790.60,429.31,19473.42,0.00
7,pypy_3.11,laptop,on,tx,60.000,105322,1755.4,569.33,307.23,551.03,647.21,800.19,451.70,19242.51,0.00
8,pypy_3.11,laptop,on,tx,60.000,105810,1763.5,566.48,304.57,549.82,628.56,786.95,444.54,20142.84,0.00
9,pypy_3.11,laptop,on,tx,60.001,105017,1750.3,570.87,312.58,552.34,638.25,827.17,445.46,19715.71,0.00
10,pypy_3.11,laptop,on,tx,60.000,104502,1741.7,573.79,333.69,554.53,654.89,820.35,443.07,21538.68,0.00
11,pypy_3.11,laptop,on,tx,60.000,104860,1747.7,571.72,303.20,552.39,648.68,830.65,455.02,18832.37,0.00
12,pypy_3.11,laptop,on,tx,60.000,105417,1756.9,568.86,317.85,549.47,643.96,854.87,437.15,20132.61,0.00
13,pypy_3.11,laptop,on,tx,60.000,103560,1726.0,579.05,320.52,561.80,648.40,794.94,442.41,20472.32,0.00
14,pypy_3.11,laptop,on,tx,60.001,103942,1732.4,576.92,324.90,556.99,648.03,838.75,453.74,19689.79,0.00
15,pypy_3.11,laptop,on,tx,60.000,104177,1736.3,575.49,313.01,557.45,644.21,816.98,441.55,19878.53,0.00
16,pypy_3.11,laptop,on,tx,60.000,105492,1758.2,568.03,304.95,549.38,646.65,821.50,444.31,20137.37,0.00
17,pypy_3.11,laptop,on,tx,60.000,106097,1768.3,565.24,318.54,546.96,622.51,809.90,445.95,19447.72,0.00
18,pypy_3.11,laptop,on,tx,60.000,105619,1760.3,567.74,308.75,547.80,648.28,842.52,439.82,19065.80,0.00
19,pypy_3.11,laptop,on,tx,60.001,105677,1761.3,567.45,314.56,549.03,636.20,800.86,444.83,19596.23,0.00
20,pypy_3.11,laptop,on,tx,60.001,105444,1757.4,568.66,316.17,550.02,645.66,799.55,448.14,19703.66,0.00
21,pypy_3.11,laptop,on,tx,60.000,103982,1733.0,576.70,321.27,550.05,701.93,1034.27,442.21,18415.98,0.00
22,pypy_3.11,laptop,on,tx,60.000,105361,1756.0,569.07,311.39,547.37,672.37,876.28,451.80,18638.77,0.00
23,pypy_3.11,laptop,on,tx,60.000,105414,1756.9,568.72,309.82,550.91,644.04,791.14,442.02,20032.19,0.00
24,pypy_3.11,laptop,on,tx,60.000,104966,1749.4,571.28,318.10,554.49,629.82,789.06,449.57,20272.67,0.00
25,pypy_3.11,laptop,on,tx,60.000,104946,1749.1,571.42,324.93,553.21,635.57,802.90,445.87,21262.76,0.00
26,pypy_3.11,laptop,on,tx,60.001,105961,1766.0,565.93,313.76,549.60,620.65,781.41,445.54,19089.83,0.00
27,pypy_3.11,laptop,on,tx,60.000,106361,1772.7,563.79,303.55,546.37,623.67,798.06,440.30,18941.86,0.00
28,pypy_3.11,laptop,on,tx,60.000,104987,1749.8,571.15,312.86,553.60,639.00,796.01,447.78,19555.91,0.00
29,pypy_3.11,laptop,on,tx,60.000,105952,1765.9,565.80,304.54,547.10,633.71,825.89,438.81,19283.71,0.00
30,pypy_3.11,laptop,on,tx,60.001,103448,1724.1,579.67,310.75,562.57,645.24,802.52,441.52,18823.43,0.00
1,pypy_3.11,laptop,off,security-sign,60.000,116221,1937.0,516.04,273.68,507.79,553.89,583.71,406.76,17474.08,516.04
2,pypy_3.11,laptop,off,security-sign,60.000,116162,1936.0,516.30,274.75,508.52,553.64,581.00,412.94,17687.93,516.30
3,pypy_3.11,laptop,off,security-sign,60.001,115627,1927.1,518.70,276.67,509.62,556.69,596.25,418.52,17576.53,518.70
4,pypy_3.11,laptop,off,security-sign,60.000,116111,1935.2,516.50,277.07,508.69,553.22,579.85,409.98,19034.82,516.50
5,pypy_3.11,laptop,off,security-sign,60.001,116175,1936.2,516.24,280.61,507.43,553.94,591.37,414.99,20255.87,516.24
6,pypy_3.11,laptop,off,security-sign,60.000,116326,1938.8,515.57,276.47,507.50,553.14,580.54,403.17,19344.51,515.57
7,pypy_3.11,laptop,off,security-sign,60.000,116751,1945.8,513.68,274.13,504.67,552.16,591.28,411.94,17396.18,513.68
8,pypy_3.11,laptop,off,security-sign,60.000,115814,1930.2,517.80,277.97,507.96,555.18,608.03,416.64,19715.52,517.80
9,pypy_3.11,laptop,off,security-sign,60.001,116143,1935.7,516.11,264.54,508.56,553.76,580.27,411.38,19423.84,516.11
10,pypy_3.11,laptop,off,security-sign,60.001,116586,1943.1,514.41,274.83,506.46,551.73,580.23,413.64,20385.24,514.41
11,pypy_3.11,laptop,off,security-sign,60.000,115715,1928.6,518.12,269.22,509.57,555.71,589.27,415.28,18960.73,518.12
12,pypy_3.11,laptop,off,security-sign,60.000,116706,1945.1,513.84,273.01,505.77,551.34,579.69,407.39,17567.76,513.84
13,pypy_3.11,laptop,off,security-sign,60.000,115643,1927.4,518.58,278.13,510.43,556.56,586.94,414.13,19185.31,518.58
14,pypy_3.11,laptop,off,security-sign,60.000,115918,1932.0,517.37,277.64,509.18,554.05,581.79,410.74,18323.77,517.37
15,pypy_3.11,laptop,off,security-sign,60.000,116367,1939.4,515.35,275.42,507.39,552.41,579.08,417.21,17863.39,515.35
16,pypy_3.11,laptop,off,security-sign,60.000,115391,1923.2,519.61,279.74,509.43,557.85,621.96,416.49,18603.62,519.61
17,pypy_3.11,laptop,off,security-sign,60.000,115828,1930.5,517.64,267.47,509.16,555.72,595.98,410.54,18525.94,517.64
18,pypy_3.11,laptop,off,security-sign,60.000,116247,1937.4,515.92,274.50,507.98,552.75,580.09,413.69,17578.65,515.92
19,pypy_3.11,laptop,off,security-sign,60.001,116179,1936.3,516.19,273.73,508.08,553.68,582.57,408.42,17390.41,516.19
20,pypy_3.11,laptop,off,security-sign,60.000,116075,1934.6,516.50,274.88,508.40,554.03,583.90,404.82,18253.96,516.50
21,pypy_3.11,laptop,off,security-sign,60.000,115114,1918.6,520.97,281.66,510.99,560.23,611.34,395.13,19366.55,520.97
22,pypy_3.11,laptop,off,security-sign,60.000,116533,1942.2,514.64,274.20,506.46,552.36,580.48,410.50,17547.92,514.64
23,pypy_3.11,laptop,off,security-sign,60.000,115452,1924.2,519.47,275.96,510.45,557.30,596.07,412.50,19830.30,519.47
24,pypy_3.11,laptop,off,security-sign,60.000,115366,1922.8,519.82,276.28,511.17,557.17,588.80,418.59,18710.32,519.82
25,pypy_3.11,laptop,off,security-sign,60.000,116311,1938.5,515.61,275.37,507.35,553.63,583.41,407.11,17410.10,515.61
26,pypy_3.11,laptop,off,security-sign,60.000,116134,1935.6,516.41,273.92,508.06,553.99,585.02,410.15,17711.96,516.41
27,pypy_3.11,laptop,off,security-sign,60.000,115234,1920.6,520.40,278.32,509.04,560.29,694.99,414.25,19092.16,520.40
28,pypy_3.11,laptop,off,security-sign,60.000,115335,1922.2,520.00,277.97,511.64,557.17,586.71,414.41,18353.02,520.00
29,pypy_3.11,laptop,off,security-sign,60.000,115380,1923.0,519.81,277.45,511.64,557.12,585.94,409.12,17885.99,519.81
30,pypy_3.11,laptop,off,security-sign,60.000,115945,1932.4,517.13,270.49,508.84,555.08,586.12,415.24,17409.49,517.13
1,pypy_3.11,laptop,off,security-verify,60.001,13269,221.1,4519.51,735.13,4460.27,4613.99,5170.33,4279.69,29653.99,4519.51
2,pypy_3.11,laptop,off,security-verify,60.004,13216,220.3,4537.55,762.21,4481.16,4639.80,4923.05,4299.63,30215.53,4537.55
3,pypy_3.11,laptop,off,security-verify,60.004,13249,220.8,4526.44,736.14,4454.70,4639.25,6112.18,4268.16,29727.50,4526.44
4,pypy_3.11,laptop,off,security-verify,60.002,13381,223.0,4481.84,741.29,4423.24,4581.16,4871.51,4249.36,29987.42,4481.84
5,pypy_3.11,laptop,off,security-verify,60.003,13014,216.9,4608.20,805.27,4532.36,4730.92,6259.06,4363.43,31504.75,4608.20
6,pypy_3.11,laptop,off,security-verify,60.001,13215,220.2,4537.93,740.42,4479.12,4649.67,4903.45,4311.83,29875.11,4537.93
7,pypy_3.11,laptop,off,security-verify,60.002,13083,218.0,4583.80,806.16,4499.32,4727.87,6170.82,4323.35,30634.56,4583.80
8,pypy_3.11,laptop,off,security-verify,60.004,13156,219.3,4558.46,736.17,4485.10,4687.07,5971.39,4297.42,30925.20,4558.46
9,pypy_3.11,laptop,off,security-verify,60.001,13114,218.6,4572.90,776.50,4500.49,4684.48,6342.18,4301.59,32647.33,4572.90
10,pypy_3.11,laptop,off,security-verify,60.003,13076,217.9,4586.01,760.63,4520.27,4702.32,5334.36,4338.20,29443.85,4586.01
11,pypy_3.11,laptop,off,security-verify,60.002,13226,220.4,4534.34,780.02,4468.39,4641.57,5098.17,4304.57,30092.98,4534.34
12,pypy_3.11,laptop,off,security-verify,60.003,13241,220.7,4529.32,721.87,4458.46,4647.04,5961.23,4285.45,29467.98,4529.32
13,pypy_3.11,laptop,off,security-verify,60.001,13179,219.6,4550.26,746.90,4494.61,4656.41,4899.49,4299.61,30041.22,4550.26
14,pypy_3.11,laptop,off,security-verify,60.002,13035,217.2,4600.81,874.13,4525.33,4715.10,6086.32,4347.21,51915.11,4600.81
15,pypy_3.11,laptop,off,security-verify,60.003,13026,217.1,4604.06,776.37,4542.22,4707.33,5139.08,4362.25,29501.77,4604.06
16,pypy_3.11,laptop,off,security-verify,60.000,13191,219.8,4546.13,783.66,4479.69,4675.93,5133.56,4285.27,30052.88,4546.13
17,pypy_3.11,laptop,off,security-verify,60.001,13106,218.4,4575.74,817.95,4498.90,4702.33,5951.45,4328.72,34534.73,4575.74
18,pypy_3.11,laptop,off,security-verify,60.003,13324,222.1,4500.93,756.83,4438.76,4619.07,4985.75,4269.94,29535.97,4500.93
19,pypy_3.11,laptop,off,security-verify,60.001,13178,219.6,4550.48,761.90,4492.39,4671.08,4902.44,4285.90,29744.61,4550.48
20,pypy_3.11,laptop,off,security-verify,60.004,13148,219.1,4561.42,788.85,4494.87,4678.05,5268.13,4296.90,29860.15,4561.42
21,pypy_3.11,laptop,off,security-verify,60.001,13240,220.7,4529.29,749.99,4468.11,4634.68,5043.16,4299.57,29912.45,4529.29
22,pypy_3.11,laptop,off,security-verify,60.001,13322,222.0,4501.39,773.39,4434.14,4605.67,6036.09,4251.33,32380.40,4501.39
23,pypy_3.11,laptop,off,security-verify,60.002,13249,220.8,4526.44,705.97,4466.94,4638.22,4964.28,4301.16,29790.90,4526.44
24,pypy_3.11,laptop,off,security-verify,60.001,13104,218.4,4576.36,799.67,4501.65,4693.24,6313.87,4317.34,29785.22,4576.36
25,pypy_3.11,laptop,off,security-verify,60.003,13243,220.7,4528.31,773.80,4467.43,4643.58,4962.48,4279.52,29542.14,4528.31
26,pypy_3.11,laptop,off,security-verify,60.003,13047,217.4,4596.52,726.53,4534.48,4705.35,5194.71,4334.87,29579.34,4596.52
27,pypy_3.11,laptop,off,security-verify,60.001,13051,217.5,4594.81,813.79,4497.56,4720.02,6889.44,4324.76,29430.06,4594.81
28,pypy_3.11,laptop,off,security-verify,60.002,12997,216.6,4614.06,788.69,4549.04,4716.40,5430.22,4374.02,34523.21,4614.06
29,pypy_3.11,laptop,off,security-verify,60.003,13091,218.2,4581.11,789.44,4515.60,4686.66,5486.71,4352.77,29318.77,4581.11
30,pypy_3.11,laptop,off,security-verify,60.004,13010,216.8,4609.61,790.28,4548.27,4723.80,5123.23,4352.72,29752.80,4609.61
1,cpython_3.13,laptop,off,rx,60.001,724519,12075.1,30.82,1.75,30.68,31.85,33.85,27.81,281.33,0.00
2,cpython_3.13,laptop,off,rx,60.093,724988,12064.5,30.86,3.47,30.75,31.81,33.05,28.08,383.32,0.00
3,cpython_3.13,laptop,off,rx,60.044,722659,12035.4,30.97,4.16,30.85,31.88,33.10,28.04,495.11,0.00
4,cpython_3.13,laptop,off,rx,60.039,721360,12014.8,31.13,3.37,31.00,32.10,33.38,28.40,369.83,0.00
5,cpython_3.13,laptop,off,rx,60.009,653271,10886.1,34.49,4.59,32.03,40.53,51.55,28.12,93.67,0.00
6,cpython_3.13,laptop,off,rx,60.004,706619,11776.1,31.60,3.14,30.87,38.04,45.09,27.82,191.29,0.00
7,cpython_3.13,laptop,off,rx,60.014,727219,12117.5,30.94,1.06,30.86,31.89,33.41,28.20,106.97,0.00
8,cpython_3.13,laptop,off,rx,60.000,719680,11994.6,30.92,1.37,30.82,31.95,33.72,28.16,128.95,0.00
9,cpython_3.13,laptop,off,rx,60.002,677263,11287.4,33.02,4.40,31.10,40.34,50.53,28.09,100.14,0.00
10,cpython_3.13,laptop,off,rx,60.354,718467,11904.3,31.06,3.80,30.91,32.00,33.62,28.22,384.60,0.00
11,cpython_3.13,laptop,off,rx,60.022,723275,12050.2,30.78,4.34,30.65,31.70,32.82,27.73,450.36,0.00
12,cpython_3.13,laptop,off,rx,60.019,728482,12137.5,30.85,0.95,30.80,31.85,33.16,28.00,119.44,0.00
13,cpython_3.13,laptop,off,rx,60.000,726297,12104.9,30.84,0.96,30.78,31.84,33.28,27.69,85.21,0.00
14,cpython_3.13,laptop,off,rx,60.091,728800,12128.4,30.97,0.93,30.92,32.00,33.42,28.18,70.14,0.00
15,cpython_3.13,laptop,off,rx,60.022,720466,12003.4,30.91,1.07,30.84,31.88,33.32,28.20,110.44,0.00
16,cpython_3.13,laptop,off,rx,60.074,727404,12108.5,31.06,0.87,31.01,32.05,33.35,28.28,98.60,0.00
17,cpython_3.13,laptop,off,rx,60.935,738211,12114.6,30.78,3.72,30.65,31.61,32.94,27.89,411.71,0.00
18,cpython_3.13,laptop,off,rx,60.003,632679,10544.2,35.08,5.47,32.13,45.95,53.64,28.31,103.20,0.00
19,cpython_3.13,laptop,off,rx,60.094,726412,12087.8,30.84,4.10,30.68,31.74,33.19,27.78,390.35,0.00
20,cpython_3.13,laptop,off,rx,60.281,728103,12078.4,31.05,4.23,30.92,31.97,33.10,28.27,508.68,0.00
21,cpython_3.13,laptop,off,rx,60.008,722815,12045.2,31.18,1.21,31.10,32.29,33.72,28.38,129.90,0.00
22,cpython_3.13,laptop,off,rx,60.034,724768,12072.6,30.99,3.80,30.84,31.91,33.64,27.96,388.45,0.00
23,cpython_3.13,laptop,off,rx,60.006,641054,10683.1,35.05,5.08,32.37,43.22,52.68,28.50,116.97,0.00
24,cpython_3.13,laptop,off,rx,60.000,634240,10570.6,35.32,5.59,32.31,46.46,55.44,28.65,104.80,0.00
25,cpython_3.13,laptop,off,rx,60.055,723096,12040.6,30.91,0.93,30.86,31.86,33.18,28.27,97.47,0.00
26,cpython_3.13,laptop,off,rx,60.000,657653,10960.9,33.70,5.32,31.19,45.17,53.64,28.16,109.57,0.00
27,cpython_3.13,laptop,off,rx,60.011,643140,10717.1,34.59,5.04,31.79,43.35,52.33,28.13,104.04,0.00
28,cpython_3.13,laptop,off,rx,60.067,646003,10754.7,34.78,4.90,32.07,42.76,52.16,28.06,104.08,0.00
29,cpython_3.13,laptop,off,rx,60.023,719167,11981.5,31.05,4.11,30.92,31.88,33.25,28.27,452.24,0.00
30,cpython_3.13,laptop,off,rx,60.007,643251,10719.6,34.96,5.03,32.29,43.38,52.67,28.46,110.62,0.00
1,pypy_3.11,rpi5,off,rx,60.000,929206,15486.7,21.52,57.77,20.17,25.50,33.72,16.68,15827.88,0.00
2,pypy_3.11,rpi5,off,rx,60.000,959647,15994.0,23.85,49.11,22.56,25.83,36.72,18.30,15684.36,0.00
3,pypy_3.11,rpi5,off,rx,60.000,977692,16294.8,21.60,62.57,19.93,26.50,36.28,16.83,13563.24,0.00
4,pypy_3.11,rpi5,off,rx,60.000,942710,15711.8,19.69,55.34,18.11,22.69,38.52,15.78,15546.65,0.00
5,pypy_3.11,rpi5,off,rx,60.000,947762,15796.0,21.50,50.60,20.17,23.46,38.41,16.87,15395.05,0.00
6,pypy_3.11,rpi5,off,rx,60.000,927311,15455.1,26.65,51.82,25.28,30.22,40.39,19.00,13788.10,0.00
7,pypy_3.11,rpi5,off,rx,60.000,938171,15636.1,19.55,59.71,18.06,22.18,34.30,15.65,15499.05,0.00
8,pypy_3.11,rpi5,off,rx,60.000,954690,15911.4,20.23,57.61,18.63,23.43,35.61,16.11,15437.17,0.00
9,pypy_3.11,rpi5,off,rx,60.000,963304,16055.0,23.77,49.99,22.18,30.02,38.00,17.93,14735.11,0.00
10,pypy_3.11,rpi5,off,rx,60.000,950867,15847.8,21.68,49.45,19.41,29.93,39.28,16.04,15283.78,0.00
11,pypy_3.11,rpi5,off,rx,60.000,943881,15731.3,22.76,57.02,21.24,25.83,37.28,17.78,15447.67,0.00
12,pypy_3.11,rpi5,off,rx,60.000,951063,15851.0,20.67,56.81,18.96,24.18,36.83,16.28,15455.74,0.00
13,pypy_3.11,rpi5,off,rx,60.000,964051,16067.5,22.06,53.78,20.59,27.59,36.31,17.24,15448.41,0.00
14,pypy_3.11,rpi5,off,rx,60.000,957840,15963.9,21.88,58.28,19.24,31.11,39.54,16.22,15526.82,0.00
15,pypy_3.11,rpi5,off,rx,60.000,952284,15871.3,20.19,56.28,18.69,23.28,33.54,16.13,15319.96,0.00
16,pypy_3.11,rpi5,off,rx,60.000,952660,15877.6,19.43,55.96,18.17,21.52,32.21,15.95,13761.36,0.00
17,pypy_3.11,rpi5,off,rx,60.000,967385,16123.1,24.50,55.83,23.17,29.50,38.23,18.89,14447.09,0.00
18,pypy_3.11,rpi5,off,rx,60.000,942257,15704.3,22.31,62.45,19.43,30.80,38.41,16.24,15503.31,0.00
19,pypy_3.11,rpi5,off,rx,60.000,938373,15639.5,19.77,46.86,18.32,22.98,33.99,15.80,15705.26,0.00
20,pypy_3.11,rpi5,off,rx,60.000,973790,16229.8,20.35,52.24,18.41,24.93,36.85,15.76,16114.15,0.00
21,pypy_3.11,rpi5,off,rx,60.000,946978,15782.9,20.12,53.12,18.28,24.04,34.52,15.65,15570.03,0.00
22,pypy_3.11,rpi5,off,rx,60.000,963845,16064.0,22.34,61.75,20.68,27.24,39.17,17.61,15384.54,0.00
23,pypy_3.11,rpi5,off,rx,60.000,974714,16245.2,20.10,50.55,18.48,23.74,33.45,16.00,14630.99,0.00
24,pypy_3.11,rpi5,off,rx,60.000,951213,15853.5,20.34,54.23,18.83,24.13,33.35,16.48,15845.91,0.00
25,pypy_3.11,rpi5,off,rx,60.000,993917,16565.3,19.97,56.11,18.26,24.11,35.96,15.95,15408.79,0.00
26,pypy_3.11,rpi5,off,rx,60.000,953694,15894.9,20.07,56.21,18.48,23.02,34.41,16.13,15559.89,0.00
